Miasto,Data_Pomiaru,Temperatura,Wilgotosc,Cisnienie,Wiatr,Deszcz,Snieg,Zachmurzenie,Rok,Miesiac
Krakow,5/29/2021,9,90,986,13,8,0,65,2021,5
Warszawa,7/16/2023,27,45,1002,19,0,0,19,2023,7
Warszawa,12/16/2021,4,97,1015,29,1,0,100,2021,12
Warszawa,10/27/2021,10,84,1011,25,0,0,76,2021,10
Krakow,10/28/2021,7,75,991,8,0,0,87,2021,10
Warszawa,1/1/2021,-1,93,1000,7,0,0,100,2021,1
Warszawa,9/4/2021,12,68,1008,13,0,0,6,2021,9
Krakow,9/5/2021,11,69,988,15,0,0,20,2021,9
Warszawa,5/29/2021,11,75,1007,15,3,0,63,2021,5
Warszawa,10/28/2021,10,80,1013,17,0,0,86,2021,10
Krakow,3/21/2022,4,56,1001,14,0,0,0,2022,3
Warszawa,3/21/2022,5,64,1029,7,0,0,0,2022,3
Warszawa,11/11/2022,9,89,1017,21,0,0,99,2022,11
Krakow,11/11/2022,8,77,994,16,0,0,87,2022,11
Warszawa,5/17/2023,10,95,1006,21,11,0,100,2023,5
Warszawa,2/19/2021,-3,96,1008,22,2,0,99,2021,2
